% Model:              normal_decel_full_geometry.mph
% Version:            COMSOL 5.2.1.262
% Date:               Jun 25 2017, 15:20
% Dimension:          3
% Nodes:              2541
% Expressions:        3
% Description:        Electric field, x component, Electric field, y component, Electric field, z component
% Length unit:        mm
% x                       y                        z                        es.Ex (V/m)              es.Ey (V/m)              es.Ez (V/m)
0.6000000000000001        0.30000000000000004      -5.187950000000001       119048.33955530572       -223736.5409648692       -56443.566777992004
0.7000000000000001        0.30000000000000004      -5.187950000000001       138195.52298641985       -182178.5569615838       -54191.03420595091
0.8                       0.30000000000000004      -5.187950000000001       156457.9301762809        -132840.54660517324      -49790.12955521369
0.9000000000000001        0.30000000000000004      -5.187950000000001       177731.15626850957       -78964.2298963803        -44473.880865382496
1                         0.30000000000000004      -5.187950000000001       195338.039539023         -15257.075514357994      -36541.40465393158
0                         0.4                      -5.187950000000001       627.9653093694942        -339482.99404217064      -80977.42393369979
0.1                       0.4                      -5.187950000000001       26093.429233513132       -335498.08057960804      -80787.79794605086
0.2                       0.4                      -5.187950000000001       53258.37034629396        -325224.32744108257      -79711.88580456085
0.30000000000000004       0.4                      -5.187950000000001       77204.38952025061        -307437.5034410492       -79148.38226411554
0.4                       0.4                      -5.187950000000001       107070.82147663174       -287509.14631993946      -78939.8447862321
0.5                       0.4                      -5.187950000000001       131636.21325783612       -257652.1127509958       -76828.36469500422
0.6000000000000001        0.4                      -5.187950000000001       157824.286354029         -221727.37378412928      -75358.96850160745
0.7000000000000001        0.4                      -5.187950000000001       183718.7550660591        -180005.83802659344      -72519.37642702559
0.8                       0.4                      -5.187950000000001       208105.66633723438       -128537.53792929108      -66461.78287639475
0.9000000000000001        0.4                      -5.187950000000001       235328.73753760557       -76654.51576333465       -60645.257689500315
1                         0.4                      -5.187950000000001       260885.59810566402       -14844.506839432666      -50034.00138301826
0                         0.5                      -5.187950000000001       25.143166600959376       -335102.0968728077       -99399.04608808499
0.1                       0.5                      -5.187950000000001       34225.17934343146        -332541.01531912014      -99491.55430455635
0.2                       0.5                      -5.187950000000001       64517.748172262036       -321725.6372446078       -100331.72900889184
0.30000000000000004       0.5                      -5.187950000000001       98072.12379423203        -305394.53988904326      -101281.7300169206
0.4                       0.5                      -5.187950000000001       131147.9814434813        -283108.1808720586       -98432.70918709793
0.5                       0.5                      -5.187950000000001       161354.54010880255       -254831.44672025088      -96524.79627721373
0.6000000000000001        0.5                      -5.187950000000001       197355.78700155637       -220165.61610148288      -94958.91567930282
0.7000000000000001        0.5                      -5.187950000000001       228355.6301634299        -177356.31053182238      -90970.28378790263
0.8                       0.5                      -5.187950000000001       261628.89424800707       -130312.86607788253      -83570.48995811248
0.9000000000000001        0.5                      -5.187950000000001       292737.88551645074       -75252.88510237377       -74903.90615293372
1                         0.5                      -5.187950000000001       325225.31581467297       -15870.349809903593      -62391.08530810333
0                         0.6000000000000001       -5.187950000000001       582.1774596301839        -327391.3419645452       -119471.29370978862
0.1                       0.6000000000000001       -5.187950000000001       39055.366063873545       -324942.7738069338       -118315.88811033683
0.2                       0.6000000000000001       -5.187950000000001       78050.44961638135        -316457.022227938        -118982.5320606326
0.30000000000000004       0.6000000000000001       -5.187950000000001       114702.95436172327       -302002.45862343605      -118365.25977460155
0.4                       0.6000000000000001       -5.187950000000001       156201.40698262607       -278814.1787715028       -117119.14998895231
0.5                       0.6000000000000001       -5.187950000000001       194966.8719472193        -250804.76947271277      -116336.56815907446
0.6000000000000001        0.6000000000000001       -5.187950000000001       233954.9393613648        -215990.92938040246      -112708.91885314428
0.7000000000000001        0.6000000000000001       -5.187950000000001       272732.21621390095       -175205.42133667786      -108606.1380117007
0.8                       0.6000000000000001       -5.187950000000001       311483.506462483         -128269.03614135845      -100476.58164599662
0.9000000000000001        0.6000000000000001       -5.187950000000001       350594.91479907953       -74350.13066083455       -89299.35379239678
1                         0.6000000000000001       -5.187950000000001       387982.65150612954       -15524.448399356459      -73738.34130169051
0                         0.7000000000000001       -5.187950000000001       -683.5633880798123       -324058.1543684995       -138330.998811426
0.1                       0.7000000000000001       -5.187950000000001       44479.27618716657        -320244.1713225732       -138809.11839329527
0.2                       0.7000000000000001       -5.187950000000001       90869.70936068706        -310627.3093350533       -138500.26099972473
0.30000000000000004       0.7000000000000001       -5.187950000000001       133944.49125216296       -294222.5757672528       -136169.13356691506
0.4                       0.7000000000000001       -5.187950000000001       180498.51304794886       -273687.5379473065       -135382.87867322203
0.5                       0.7000000000000001       -5.187950000000001       226802.88218036416       -246950.60261741694      -133903.82798930554
0.6000000000000001        0.7000000000000001       -5.187950000000001       271606.19770616526       -212170.65896042483      -130316.13543867384
0.7000000000000001        0.7000000000000001       -5.187950000000001       317002.6331068794        -171376.785731912        -125114.22555779532
0.8                       0.7000000000000001       -5.187950000000001       360714.4085961683        -124638.7634134761       -116953.20406208227
0.9000000000000001        0.7000000000000001       -5.187950000000001       409120.23277263436       -71377.71826805401       -102814.92479824807
1                         0.7000000000000001       -5.187950000000001       450470.16652110266       -14037.081198457969      -86348.28151424411
0                         0.8                      -5.187950000000001       427.7244107769802        -315652.1301911405       -158311.98783099442
0.1                       0.8                      -5.187950000000001       52067.684060877626       -313462.94897115044      -157760.51350772986
0.2                       0.8                      -5.187950000000001       103380.64429875859       -304152.61443034455      -157445.98324654053
0.30000000000000004       0.8                      -5.187950000000001       153670.8401452386        -289266.1121414672       -156456.51871420993
0.4                       0.8                      -5.187950000000001       204763.09280179488       -267676.6684523488       -155130.32898224425
0.5                       0.8                      -5.187950000000001       256149.0453187061        -241062.23358475347      -151027.95856623203
0.6000000000000001        0.8                      -5.187950000000001       309157.14806866995       -208773.7896070314       -147315.28645912046
0.7000000000000001        0.8                      -5.187950000000001       359914.5874068787        -168166.70372997026      -140847.0359916644
0.8                       0.8                      -5.187950000000001       411553.3235189796        -123743.04275130684      -133079.40111166818
0.9000000000000001        0.8                      -5.187950000000001       463468.26527582644       -71757.06991786526       -118516.93237380951
1                         0.8                      -5.187950000000001       509044.74778699846       -14712.22310448541       -96861.90306806528
0                         0.9000000000000001       -5.187950000000001       21.134991782484576       -307597.8913264489       -174138.4017363943
